Order_ID,Date,Hour,Product_ID,Quantity,Customer_ID,Branch
131,2024-05-09,19,201,1,C006,Hamra
3036,2024-02-22,17,404,1,C121,Hamra
3823,2024-06-20,11,102,1,C152,Hamra
2373,2024-08-05,20,301,1,C095,Hamra
2798,2024-06-08,11,503,3,C111,Hamra
4638,2024-07-16,13,203,1,C186,Hamra
2652,2024-09-03,7,501,1,C105,Hamra
1602,2024-11-19,14,302,1,C064,Hamra
4573,2024-07-21,9,306,1,C184,Hamra
3526,2024-07-02,10,602,1,C140,Hamra
4077,2024-05-02,15,304,1,C163,Hamra
1778,2024-09-11,10,107,1,C071,Hamra
2632,2024-10-20,16,502,1,C104,Hamra
2242,2024-10-06,18,108,1,C089,Hamra
145,2024-11-20,11,203,2,C006,Hamra
4816,2024-04-07,13,501,1,C193,Hamra
2772,2024-07-16,10,102,1,C110,Hamra
4696,2024-08-27,20,505,1,C188,Hamra
2825,2024-05-23,7,201,1,C112,Hamra
4887,2024-04-06,15,309,1,C196,Hamra
3936,2024-07-19,10,106,1,C157,Hamra
4143,2024-05-03,15,401,1,C166,Hamra
3778,2024-07-05,12,107,1,C150,Hamra
3175,2024-11-21,7,503,1,C127,Hamra
3416,2024-12-14,18,304,3,C136,Hamra
1570,2024-09-15,9,106,1,C063,Hamra
3546,2024-05-27,17,601,1,C141,Hamra
3890,2024-09-08,8,404,2,C155,Hamra
3698,2024-12-11,15,601,1,C146,Hamra
434,2024-05-26,18,503,1,C018,Hamra
1922,2024-05-27,7,102,1,C077,Hamra
4759,2024-12-17,19,304,1,C190,Hamra
3575,2024-07-17,20,104,1,C142,Hamra
3500,2024-11-03,15,106,2,C139,Hamra
2592,2024-05-07,15,702,1,C103,Hamra
2941,2024-02-08,14,501,1,C117,Hamra
425,2024-12-03,14,403,2,C017,Hamra
4452,2024-12-25,17,405,2,C179,Hamra
330,2024-05-08,20,107,1,C014,Hamra
1415,2024-09-23,18,109,1,C057,Hamra
2320,2024-05-30,7,310,1,C093,Hamra
3346,2024-10-24,17,408,1,C134,Hamra
2870,2024-04-08,14,101,1,C114,Hamra
4606,2024-09-19,16,704,1,C185,Hamra
3281,2024-09-08,20,106,3,C132,Hamra
3491,2024-05-23,9,303,1,C139,Hamra
2756,2024-12-11,17,110,1,C109,Hamra
2987,2024-04-21,13,403,1,C119,Hamra
2296,2024-02-29,17,201,1,C092,Hamra
244,2024-01-02,7,408,1,C011,Hamra
2492,2024-10-30,7,101,1,C099,Hamra
180,2024-09-10,16,203,2,C008,Hamra
2873,2024-05-19,19,501,1,C114,Hamra
4653,2024-02-06,11,305,1,C187,Hamra
3748,2024-06-08,11,101,1,C149,Hamra
1604,2024-01-09,14,705,1,C065,Hamra
2324,2024-08-20,13,103,1,C093,Hamra
3815,2024-04-08,14,303,2,C152,Hamra
3959,2024-05-26,12,505,3,C158,Hamra
2634,2024-10-30,12,204,1,C104,Hamra
2487,2024-07-26,8,406,1,C099,Hamra
2095,2024-05-10,12,402,2,C084,Hamra
4595,2024-05-31,11,302,1,C185,Hamra
1812,2024-02-23,19,604,1,C073,Hamra
3661,2024-04-29,9,404,1,C145,Hamra
1453,2024-06-09,12,411,2,C059,Hamra
751,2024-04-25,14,501,1,C031,Hamra
1585,2024-03-15,15,401,2,C064,Hamra
1173,2024-04-22,7,706,2,C048,Hamra
561,2024-04-13,9,302,1,C023,Hamra
4947,2024-12-05,9,307,2,C198,Hamra
3968,2024-09-10,17,310,2,C158,Hamra
1363,2024-08-14,14,102,1,C055,Hamra
153,2024-04-21,7,307,1,C007,Hamra
2820,2024-04-08,11,105,1,C112,Hamra
2670,2024-06-01,9,104,1,C106,Hamra
2472,2024-12-14,8,411,1,C098,Hamra
289,2024-12-31,14,106,1,C012,Hamra
1495,2024-12-03,9,705,1,C060,Hamra
1275,2024-07-12,13,306,2,C052,Hamra
3893,2024-11-05,18,203,1,C155,Hamra
3524,2024-06-11,17,501,1,C140,Hamra
3550,2024-07-26,7,310,1,C141,Hamra
1799,2024-06-17,12,401,1,C072,Hamra
4748,2024-06-09,9,503,1,C190,Hamra
3121,2024-03-08,14,305,1,C125,Hamra
3941,2024-10-15,12,408,1,C157,Hamra
4087,2024-10-03,18,204,2,C163,Hamra
1491,2024-10-30,8,411,2,C060,Hamra
3933,2024-05-14,12,302,1,C157,Hamra
755,2024-07-13,13,306,2,C031,Hamra
1921,2024-05-07,11,604,2,C077,Hamra
1887,2024-02-02,9,301,1,C076,Hamra
1509,2024-06-24,10,604,3,C061,Hamra
27,2024-01-22,10,301,2,C002,Hamra
4034,2024-08-25,12,305,1,C161,Hamra
4979,2024-06-06,16,404,1,C200,Hamra
4741,2024-02-07,7,403,1,C190,Hamra
3051,2024-08-17,17,108,1,C121,Hamra
1466,2024-12-30,10,309,2,C059,Hamra
963,2024-02-20,16,103,1,C040,Hamra
4394,2024-09-20,19,310,2,C177,Hamra
781,2024-10-09,10,304,2,C032,Hamra
911,2024-01-27,16,408,1,C038,Hamra
2302,2024-08-13,7,102,1,C092,Hamra
2213,2024-10-03,15,205,1,C088,Hamra
3554,2024-10-12,10,307,1,C141,Hamra
2129,2024-04-06,13,110,1,C085,Hamra
4526,2024-10-10,18,303,1,C182,Hamra
1908,2024-11-12,20,307,1,C076,Hamra
3193,2024-10-30,9,604,2,C128,Hamra
305,2024-05-26,16,702,1,C013,Hamra
935,2024-01-04,18,402,1,C039,Hamra
554,2024-02-04,9,203,1,C023,Hamra
2771,2024-07-10,20,408,2,C110,Hamra
2685,2024-02-18,14,105,1,C107,Hamra
2294,2024-01-17,14,401,1,C092,Hamra
3572,2024-06-20,17,203,3,C142,Hamra
3665,2024-08-07,18,402,1,C145,Hamra
591,2024-06-06,7,204,1,C024,Hamra
4624,2024-02-15,16,309,1,C186,Hamra
4760,2024-01-06,8,103,2,C191,Hamra
817,2024-04-08,14,605,1,C034,Hamra
4442,2024-08-20,7,704,1,C179,Hamra
2813,2024-02-06,18,702,1,C112,Hamra
3470,2024-10-06,14,405,3,C138,Hamra
2980,2024-12-14,14,410,1,C118,Hamra
4985,2024-10-28,8,701,1,C200,Hamra
3749,2024-06-29,10,204,3,C149,Hamra
4122,2024-04-04,12,202,1,C165,Hamra
152,2024-04-08,18,403,3,C007,Hamra
2261,2024-07-06,17,602,3,C090,Hamra
301,2024-04-25,15,404,2,C013,Hamra
2002,2024-07-09,14,601,1,C080,Hamra
733,2024-09-09,18,302,1,C030,Hamra
3983,2024-06-09,14,504,2,C159,Hamra
3315,2024-09-12,13,702,3,C133,Hamra
4014,2024-11-18,20,306,1,C160,Hamra
374,2024-05-07,19,308,2,C016,Hamra
3756,2024-01-18,15,305,1,C150,Hamra
4804,2024-10-07,8,201,1,C192,Hamra
4275,2024-08-10,9,409,1,C172,Hamra
964,2024-02-23,16,110,2,C040,Hamra
886,2024-02-27,14,110,1,C037,Hamra
1961,2024-11-18,20,601,1,C078,Hamra
398,2024-12-25,12,106,3,C016,Hamra
1048,2024-06-22,16,411,1,C043,Hamra
1573,2024-10-06,15,309,1,C063,Hamra
355,2024-04-23,16,202,1,C015,Hamra
4280,2024-10-14,10,601,1,C172,Hamra
3441,2024-12-07,14,308,1,C137,Hamra
1613,2024-05-30,16,402,3,C065,Hamra
1065,2024-05-06,9,603,1,C044,Hamra
497,2024-06-03,9,501,2,C020,Hamra
3000,2024-09-29,14,106,1,C119,Hamra
4929,2024-04-13,11,101,1,C198,Hamra
2836,2024-10-25,9,106,1,C112,Hamra
3087,2024-09-02,16,703,1,C123,Hamra
4027,2024-06-24,17,307,1,C161,Hamra
1990,2024-02-08,7,505,1,C080,Hamra
2504,2024-06-18,9,309,1,C100,Hamra
140,2024-09-03,18,310,1,C006,Hamra
2063,2024-01-26,15,205,1,C083,Hamra
767,2024-12-20,11,401,1,C031,Hamra
1638,2024-11-01,18,108,3,C066,Hamra
428,2024-01-13,16,704,1,C018,Hamra
693,2024-11-11,8,309,1,C028,Hamra
1698,2024-11-08,13,701,3,C068,Hamra
4810,2024-02-05,8,502,2,C193,Hamra
2878,2024-06-21,10,106,1,C114,Hamra
4288,2024-01-20,18,410,1,C173,Hamra
1441,2024-11-16,13,506,1,C058,Hamra
4343,2024-09-20,10,101,1,C175,Hamra
4852,2024-05-21,13,604,2,C194,Hamra
4465,2024-05-22,13,411,2,C180,Hamra
4098,2024-04-01,7,202,1,C164,Hamra
3215,2024-12-19,12,502,3,C129,Hamra
952,2024-11-17,15,201,1,C039,Hamra
2679,2024-10-14,8,202,1,C106,Hamra
15,2024-08-02,20,506,2,C001,Hamra
1884,2024-12-07,9,703,1,C075,Hamra
2202,2024-02-20,16,503,2,C088,Hamra
3568,2024-06-01,11,107,3,C142,Hamra
4960,2024-07-04,15,201,1,C199,Hamra
3790,2024-03-03,10,411,1,C151,Hamra
4257,2024-07-08,7,705,1,C171,Hamra
3771,2024-05-04,10,406,1,C150,Hamra
1476,2024-05-29,12,408,1,C060,Hamra
3894,2024-11-09,11,203,1,C155,Hamra
4564,2024-02-27,20,303,2,C184,Hamra
3240,2024-12-07,19,505,1,C130,Hamra
4181,2024-10-31,7,309,1,C167,Hamra
4439,2024-06-28,10,109,1,C179,Hamra
2770,2024-06-18,12,406,2,C110,Hamra
482,2024-11-21,19,505,1,C019,Hamra
1542,2024-09-27,16,110,1,C062,Hamra
1761,2024-02-23,16,102,2,C071,Hamra
4866,2024-04-10,20,502,1,C195,Hamra
4777,2024-09-20,10,205,1,C191,Hamra
2789,2024-02-22,20,103,2,C111,Hamra
3298,2024-02-29,15,601,1,C133,Hamra
1793,2024-04-17,11,406,3,C072,Hamra
1942,2024-01-05,14,106,1,C078,Hamra
4718,2024-04-12,15,103,1,C189,Hamra
2507,2024-07-14,16,201,2,C100,Hamra
1779,2024-09-18,11,205,1,C071,Hamra
167,2024-12-30,12,603,2,C007,Hamra
1237,2024-12-15,7,705,2,C050,Hamra
1110,2024-02-16,17,403,2,C046,Hamra
1809,2024-12-20,18,110,3,C072,Hamra
1906,2024-11-06,13,502,1,C076,Hamra
1857,2024-11-03,10,605,2,C074,Hamra
3565,2024-05-23,17,703,1,C142,Hamra
1824,2024-09-25,8,703,1,C073,Hamra
2561,2024-05-03,11,107,2,C102,Hamra
2343,2024-04-15,18,205,1,C094,Hamra
1714,2024-06-06,9,303,1,C069,Hamra
1612,2024-05-26,12,303,1,C065,Hamra
4820,2024-05-24,14,705,1,C193,Hamra
4592,2024-04-29,13,505,3,C185,Hamra
1546,2024-11-14,9,309,1,C062,Hamra
503,2024-10-01,14,102,1,C020,Hamra
3863,2024-04-01,8,504,2,C154,Hamra
1059,2024-02-27,16,305,1,C044,Hamra
4879,2024-12-11,15,409,1,C195,Hamra
4941,2024-08-16,10,601,1,C198,Hamra
1530,2024-04-26,7,401,1,C062,Hamra
2706,2024-11-13,14,107,1,C107,Hamra
3135,2024-10-05,13,502,2,C125,Hamra
1093,2024-05-06,17,405,1,C045,Hamra
254,2024-05-08,19,506,3,C011,Hamra
4977,2024-02-27,11,105,2,C200,Hamra
4049,2024-05-01,16,201,1,C162,Hamra
2196,2024-01-01,19,101,1,C088,Hamra
1128,2024-08-26,11,409,1,C046,Hamra
2835,2024-10-16,13,101,1,C112,Hamra
2024,2024-04-05,11,304,3,C081,Hamra
774,2024-05-05,14,102,1,C032,Hamra
2456,2024-04-27,17,306,1,C098,Hamra
102,2024-02-17,19,305,1,C005,Hamra
4764,2024-03-29,12,308,1,C191,Hamra
710,2024-08-24,19,306,1,C029,Hamra
1187,2024-09-28,11,309,1,C048,Hamra
382,2024-07-07,15,104,1,C016,Hamra
3841,2024-07-10,17,202,1,C153,Hamra
1791,2024-03-09,8,307,1,C072,Hamra
713,2024-10-04,7,305,2,C029,Hamra
4486,2024-12-14,14,303,1,C180,Hamra
1130,2024-09-03,18,101,1,C046,Hamra
3833,2024-03-16,9,405,1,C153,Hamra
565,2024-06-02,20,408,1,C023,Hamra
4052,2024-05-23,17,309,3,C162,Hamra
4865,2024-03-26,18,204,1,C195,Hamra
2347,2024-07-03,18,411,1,C094,Hamra
2886,2024-10-11,18,105,2,C114,Hamra
825,2024-08-07,13,201,2,C034,Hamra
3994,2024-03-09,16,309,1,C160,Hamra
2942,2024-02-16,19,406,1,C117,Hamra
700,2024-04-03,17,203,2,C029,Hamra
205,2024-08-25,14,301,1,C009,Hamra
4858,2024-07-22,19,309,2,C194,Hamra
4600,2024-08-05,19,203,2,C185,Hamra
955,2024-12-06,12,309,2,C039,Hamra
3360,2024-02-08,18,401,1,C135,Hamra
2765,2024-04-09,16,102,2,C110,Hamra
1725,2024-10-15,20,301,1,C069,Hamra
3406,2024-09-10,15,502,2,C136,Hamra
2410,2024-08-09,13,604,1,C096,Hamra
3006,2024-12-22,16,101,1,C119,Hamra
2959,2024-01-23,11,702,1,C118,Hamra
446,2024-09-06,14,201,1,C018,Hamra
2553,2024-01-10,8,704,1,C102,Hamra
2776,2024-09-02,13,410,3,C110,Hamra
2060,2024-11-20,10,601,1,C082,Hamra
4384,2024-04-09,15,404,2,C177,Hamra
2656,2024-10-16,18,501,1,C105,Hamra
381,2024-06-28,7,302,1,C016,Hamra
520,2024-08-10,13,503,1,C021,Hamra
3466,2024-09-06,12,506,1,C138,Hamra
2669,2024-05-26,14,403,3,C106,Hamra
3273,2024-04-05,11,404,1,C132,Hamra
1077,2024-09-13,7,601,1,C044,Hamra
3091,2024-11-20,7,103,1,C123,Hamra
3383,2024-01-04,15,705,3,C136,Hamra
2788,2024-01-16,16,110,1,C111,Hamra
2949,2024-10-06,12,506,1,C117,Hamra
3159,2024-12-01,16,204,1,C126,Hamra
4549,2024-09-03,11,202,1,C183,Hamra
478,2024-09-14,7,605,1,C019,Hamra
1594,2024-06-08,12,506,2,C064,Hamra
976,2024-12-05,12,405,1,C040,Hamra
1247,2024-05-31,9,407,1,C051,Hamra
3427,2024-06-26,19,407,1,C137,Hamra
3961,2024-06-11,14,506,1,C158,Hamra
1377,2024-02-02,20,407,1,C056,Hamra
2033,2024-06-27,7,401,3,C081,Hamra
4267,2024-04-10,7,704,2,C172,Hamra
4672,2024-09-24,12,101,2,C187,Hamra
3609,2024-11-18,16,506,2,C143,Hamra
4885,2024-03-05,19,102,1,C196,Hamra
1739,2024-06-16,7,302,1,C070,Hamra
3194,2024-11-25,12,405,1,C128,Hamra
3141,2024-02-12,7,503,1,C126,Hamra
1497,2024-02-13,20,107,1,C061,Hamra
2009,2024-10-11,19,705,1,C080,Hamra
3034,2024-01-12,12,402,1,C121,Hamra
2530,2024-04-04,9,109,2,C101,Hamra
3802,2024-10-28,20,307,2,C151,Hamra
1933,2024-09-09,20,409,3,C077,Hamra
4341,2024-08-29,14,604,1,C175,Hamra
3651,2024-02-04,19,702,1,C145,Hamra
4598,2024-08-02,12,101,1,C185,Hamra
3160,2024-12-02,19,109,1,C126,Hamra
4511,2024-03-30,17,305,1,C182,Hamra
4479,2024-09-20,19,706,1,C180,Hamra
534,2024-04-02,7,304,1,C022,Hamra
2066,2024-03-30,11,411,1,C083,Hamra
4165,2024-04-24,14,504,1,C167,Hamra
3542,2024-04-14,9,603,1,C141,Hamra
1955,2024-07-14,18,104,1,C078,Hamra
2382,2024-11-09,12,109,1,C095,Hamra
2743,2024-04-23,11,505,1,C109,Hamra
4846,2024-03-15,12,307,1,C194,Hamra
2774,2024-08-04,16,303,1,C110,Hamra
1281,2024-10-03,7,202,2,C052,Hamra
2602,2024-09-05,13,506,2,C103,Hamra
2540,2024-06-12,15,601,1,C101,Hamra
3583,2024-12-22,8,503,1,C142,Hamra
1567,2024-07-10,16,109,1,C063,Hamra
4962,2024-08-14,11,106,1,C199,Hamra
684,2024-06-25,16,304,1,C028,Hamra
1112,2024-04-08,10,701,1,C046,Hamra
672,2024-02-05,12,605,1,C028,Hamra
32,2024-04-05,12,107,1,C002,Hamra
3170,2024-05-31,17,301,2,C127,Hamra
410,2024-05-30,8,105,1,C017,Hamra
1455,2024-07-08,8,301,2,C059,Hamra
4473,2024-08-11,10,101,1,C180,Hamra
3269,2024-02-06,7,704,1,C132,Hamra
1935,2024-09-24,15,501,3,C077,Hamra
3255,2024-07-01,20,503,3,C131,Hamra
2893,2024-01-13,20,304,1,C115,Hamra
4128,2024-10-05,19,501,1,C165,Hamra
2435,2024-08-04,13,302,1,C097,Hamra
2659,2024-12-20,18,401,1,C105,Hamra
604,2024-12-26,13,307,2,C024,Hamra
4984,2024-10-12,9,108,3,C200,Hamra
847,2024-09-29,17,408,1,C035,Hamra
31,2024-03-02,18,102,1,C002,Hamra
791,2024-03-24,9,405,1,C033,Hamra
1899,2024-08-04,7,605,1,C076,Hamra
2168,2024-12-07,9,305,3,C086,Hamra
3458,2024-07-05,9,303,2,C138,Hamra
2015,2024-01-19,10,601,1,C081,Hamra
1533,2024-06-25,10,110,1,C062,Hamra
1042,2024-04-09,9,309,1,C043,Hamra
4914,2024-08-20,16,104,1,C197,Hamra
3040,2024-03-16,18,501,2,C121,Hamra
1459,2024-09-21,14,104,1,C059,Hamra
210,2024-10-10,14,203,1,C009,Hamra
1929,2024-07-24,19,310,1,C077,Hamra
4695,2024-08-10,19,203,2,C188,Hamra
1554,2024-02-21,7,303,1,C063,Hamra
1284,2024-12-04,13,309,2,C052,Hamra
564,2024-05-23,17,102,2,C023,Hamra
720,2024-03-09,8,701,3,C030,Hamra
4254,2024-04-08,7,408,1,C171,Hamra
4883,2024-01-25,9,304,1,C196,Hamra
511,2024-02-22,10,109,1,C021,Hamra
1047,2024-05-30,19,403,1,C043,Hamra
3365,2024-05-23,12,410,1,C135,Hamra
