Order_ID,Date,Hour,Product_ID,Quantity,Customer_ID,Branch,Product_Name,Category,Unit_Price,Cost,Gender,Age,City,Time_ID,Day,Month,Year,Weekday,Total_Sale,Profit,Age_Group
4082,2024-08-02,19,403,1,C163,Hamra,Cheese Manoushe,Manakish,4.5,0.8,F,40,Beirut,3009,2,8,2024,Friday,4.5,3.7,36–50
1485,2024-09-08,7,106,1,C060,Hamra,Cappuccino,Coffee,3.5,0.7,F,22,Zahle,3515,8,9,2024,Sunday,3.5,2.8,16–25
4936,2024-07-08,15,305,1,C198,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,F,29,Tyre,2655,8,7,2024,Monday,6.0,3.8,26–35
4699,2024-10-22,14,105,3,C188,Hamra,Café Latte,Coffee,4.0,0.8,M,26,Jounieh,4138,22,10,2024,Tuesday,12.0,9.600000000000001,26–35
1435,2024-07-31,10,308,1,C058,Hamra,Banane Avocat,Cocktails,6.5,2.5,F,22,Tripoli,2972,31,7,2024,Wednesday,6.5,4.0,16–25
71,2024-07-26,16,109,1,C003,Hamra,Hot Chocolate,Hot Drinks,3.8,0.9,F,51,Batroun,2908,26,7,2024,Friday,3.8,2.9,50+
4059,2024-08-24,17,404,2,C162,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,37,Saida,3315,24,8,2024,Saturday,8.0,6.6,36–50
1101,2024-12-03,11,301,1,C045,Hamra,Lemonade,Cold Drinks,3.0,0.8,F,48,Tyre,4723,3,12,2024,Tuesday,3.0,2.2,36–50
1217,2024-02-22,8,604,3,C050,Hamra,Tabbouleh,Salads,5.5,2.0,M,38,Jounieh,730,22,2,2024,Thursday,16.5,10.5,36–50
46,2024-10-06,19,307,1,C002,Hamra,Strawberry Cocktail,Cocktails,6.0,2.0,F,37,Zahle,3919,6,10,2024,Sunday,6.0,4.0,36–50
359,2024-08-04,15,108,1,C015,Hamra,Caramel Latte,Coffee,4.8,1.0,F,52,Zahle,3033,4,8,2024,Sunday,4.8,3.8,50+
4127,2024-09-08,18,305,1,C165,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,M,44,Batroun,3526,8,9,2024,Sunday,6.0,3.8,36–50
3597,2024-07-06,18,704,1,C143,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,M,36,Saida,2630,6,7,2024,Saturday,6.5,4.0,36–50
4685,2024-02-10,12,204,1,C188,Hamra,Chamomile Tea,Tea,2.5,0.5,M,26,Jounieh,566,10,2,2024,Saturday,2.5,2.0,26–35
2404,2024-06-05,9,503,1,C096,Hamra,BBQ Chicken Sandwich,Sandwiches,7.5,3.2,M,46,Zahle,2187,5,6,2024,Wednesday,7.5,4.3,36–50
2125,2024-01-15,18,501,1,C085,Hamra,Shish Tawouk Sandwich,Sandwiches,6.5,2.5,F,40,Saida,208,15,1,2024,Monday,6.5,4.0,36–50
4805,2024-10-27,13,703,1,C192,Hamra,Ashta W Banane,Cocktails Specials,7.0,2.5,F,27,Tripoli,4207,27,10,2024,Sunday,7.0,4.5,26–35
2791,2024-03-05,15,409,1,C111,Hamra,Pita Chips,Appetizers,2.5,0.6,M,40,Zahle,905,5,3,2024,Tuesday,2.5,1.9,36–50
4485,2024-12-10,9,201,1,C180,Hamra,Tea,Tea,2.0,0.4,M,20,Jounieh,4819,10,12,2024,Tuesday,2.0,1.6,16–25
576,2024-11-22,8,504,1,C023,Hamra,Halloumi Sandwich,Sandwiches,6.0,2.0,M,18,Saida,4566,22,11,2024,Friday,6.0,4.0,16–25
2478,2024-01-09,13,408,1,C099,Hamra,Fries,Appetizers,3.0,0.7,M,49,Zahle,119,9,1,2024,Tuesday,3.0,2.3,36–50
910,2024-12-09,13,406,1,C037,Hamra,Kaak with Cheese,Bakery,3.5,0.8,M,28,Beirut,4809,9,12,2024,Monday,3.5,2.7,26–35
2690,2024-05-08,10,602,2,C107,Hamra,Greek Salad,Salads,6.5,2.8,M,18,Tyre,1796,8,5,2024,Wednesday,13.0,7.4,16–25
987,2024-05-15,17,409,1,C041,Hamra,Pita Chips,Appetizers,2.5,0.6,M,42,Tyre,1901,15,5,2024,Wednesday,2.5,1.9,36–50
1399,2024-03-03,15,703,1,C057,Hamra,Ashta W Banane,Cocktails Specials,7.0,2.5,M,37,Batroun,877,3,3,2024,Sunday,7.0,4.5,36–50
2428,2024-05-18,20,107,1,C097,Hamra,Mocha,Coffee,4.5,0.9,M,45,Batroun,1946,18,5,2024,Saturday,4.5,3.6,36–50
609,2024-03-21,14,702,1,C025,Hamra,Lotus Crepe,Desserts,5.8,1.9,F,25,Beirut,1128,21,3,2024,Thursday,5.8,3.9,16–25
2769,2024-06-11,19,308,3,C110,Hamra,Banane Avocat,Cocktails,6.5,2.5,M,55,Batroun,2281,11,6,2024,Tuesday,19.5,12.0,50+
905,2024-10-15,19,604,1,C037,Hamra,Tabbouleh,Salads,5.5,2.0,M,28,Beirut,4045,15,10,2024,Tuesday,5.5,3.5,26–35
973,2024-09-17,7,107,1,C040,Hamra,Mocha,Coffee,4.5,0.9,F,26,Beirut,3641,17,9,2024,Tuesday,4.5,3.6,26–35
2138,2024-08-18,7,310,1,C085,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,F,40,Saida,3221,18,8,2024,Sunday,5.5,3.7,36–50
1109,2024-02-10,11,103,2,C046,Hamra,Blonde Coffee,Coffee,2.2,0.5,F,60,Saida,565,10,2,2024,Saturday,4.4,3.4000000000000004,50+
4682,2024-01-28,12,502,1,C188,Hamra,Chicken Sub Sandwich,Sandwiches,7.0,3.0,M,26,Jounieh,384,28,1,2024,Sunday,7.0,4.0,26–35
2563,2024-05-14,9,305,3,C102,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,M,29,Tripoli,1879,14,5,2024,Tuesday,18.0,11.399999999999999,26–35
2461,2024-07-19,19,409,3,C098,Hamra,Pita Chips,Appetizers,2.5,0.6,M,33,Tripoli,2813,19,7,2024,Friday,7.5,5.699999999999999,26–35
483,2024-11-23,15,702,1,C019,Hamra,Lotus Crepe,Desserts,5.8,1.9,M,43,Tripoli,4587,23,11,2024,Saturday,5.8,3.9,36–50
2282,2024-09-24,18,602,3,C091,Hamra,Greek Salad,Salads,6.5,2.8,M,47,Tyre,3750,24,9,2024,Tuesday,19.5,11.100000000000001,36–50
3420,2024-02-02,16,602,1,C137,Hamra,Greek Salad,Salads,6.5,2.8,F,30,Saida,458,2,2,2024,Friday,6.5,3.7,26–35
1708,2024-02-17,20,405,2,C069,Hamra,Lahm Baajin,Manakish,5.0,1.2,F,56,Zahle,672,17,2,2024,Saturday,10.0,7.6,50+
103,2024-03-02,12,302,1,C005,Hamra,Lemonade Mint,Cold Drinks,3.5,1.0,M,33,Beirut,860,2,3,2024,Saturday,3.5,2.5,26–35
3871,2024-08-03,10,110,1,C154,Hamra,Sahlab,Hot Drinks,4.0,1.0,F,25,Tripoli,3014,3,8,2024,Saturday,4.0,3.0,16–25
3717,2024-10-19,18,410,1,C147,Hamra,Hummus,Appetizers,4.0,1.2,M,31,Saida,4100,19,10,2024,Saturday,4.0,2.8,26–35
3953,2024-04-08,13,305,2,C158,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,F,26,Batroun,1379,8,4,2024,Monday,12.0,7.6,26–35
1182,2024-06-20,14,303,1,C048,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,F,39,Zahle,2402,20,6,2024,Thursday,3.5,2.5,36–50
2842,2024-12-25,15,603,1,C112,Hamra,Fattoush,Salads,5.5,2.0,F,46,Tripoli,5035,25,12,2024,Wednesday,5.5,3.5,36–50
3635,2024-08-01,19,602,1,C144,Hamra,Greek Salad,Salads,6.5,2.8,F,39,Batroun,2995,1,8,2024,Thursday,6.5,3.7,36–50
4953,2024-02-04,17,402,1,C199,Hamra,Zaatar Manoushe,Manakish,3.5,0.5,M,46,Jounieh,487,4,2,2024,Sunday,3.5,3.0,36–50
444,2024-08-14,12,702,1,C018,Hamra,Lotus Crepe,Desserts,5.8,1.9,M,19,Tripoli,3170,14,8,2024,Wednesday,5.8,3.9,16–25
4565,2024-04-10,12,411,1,C184,Hamra,Mutabbal,Appetizers,4.2,1.2,M,25,Batroun,1406,10,4,2024,Wednesday,4.2,3.0,16–25
3747,2024-05-10,14,308,1,C149,Hamra,Banane Avocat,Cocktails,6.5,2.5,M,40,Beirut,1828,10,5,2024,Friday,6.5,4.0,36–50
761,2024-09-13,18,407,1,C031,Hamra,Cheese Rolls,Appetizers,4.5,1.0,M,18,Jounieh,3596,13,9,2024,Friday,4.5,3.5,16–25
3196,2024-01-05,11,110,1,C129,Hamra,Sahlab,Hot Drinks,4.0,1.0,F,58,Byblos,61,5,1,2024,Friday,4.0,3.0,50+
3258,2024-08-05,20,201,1,C131,Hamra,Tea,Tea,2.0,0.4,F,59,Byblos,3052,5,8,2024,Monday,2.0,1.6,50+
619,2024-09-11,9,502,1,C025,Hamra,Chicken Sub Sandwich,Sandwiches,7.0,3.0,F,25,Beirut,3559,11,9,2024,Wednesday,7.0,4.0,16–25
190,2024-12-24,18,106,3,C008,Hamra,Cappuccino,Coffee,3.5,0.7,F,49,Byblos,5024,24,12,2024,Tuesday,10.5,8.399999999999999,36–50
4831,2024-10-09,9,505,1,C193,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,M,48,Byblos,3951,9,10,2024,Wednesday,5.5,3.3,36–50
1536,2024-07-25,19,605,3,C062,Hamra,Halloumi Salad,Salads,6.8,2.9,F,50,Tyre,2897,25,7,2024,Thursday,20.4,11.7,36–50
3356,2024-01-15,12,409,2,C135,Hamra,Pita Chips,Appetizers,2.5,0.6,F,20,Byblos,202,15,1,2024,Monday,5.0,3.8,16–25
165,2024-12-11,8,411,1,C007,Hamra,Mutabbal,Appetizers,4.2,1.2,M,24,Batroun,4832,11,12,2024,Wednesday,4.2,3.0,16–25
3386,2024-02-11,12,501,1,C136,Hamra,Shish Tawouk Sandwich,Sandwiches,6.5,2.5,M,42,Saida,580,11,2,2024,Sunday,6.5,4.0,36–50
475,2024-06-27,19,302,2,C019,Hamra,Lemonade Mint,Cold Drinks,3.5,1.0,M,43,Tripoli,2505,27,6,2024,Thursday,7.0,5.0,36–50
3656,2024-03-03,12,504,1,C145,Hamra,Halloumi Sandwich,Sandwiches,6.0,2.0,F,55,Saida,874,3,3,2024,Sunday,6.0,4.0,50+
3506,2024-12-17,14,504,1,C139,Hamra,Halloumi Sandwich,Sandwiches,6.0,2.0,M,33,Saida,4922,17,12,2024,Tuesday,6.0,4.0,26–35
2806,2024-08-18,13,202,1,C111,Hamra,Mint Tea,Tea,2.2,0.5,M,40,Zahle,3227,18,8,2024,Sunday,2.2,1.7000000000000002,36–50
4391,2024-08-28,14,306,1,C177,Hamra,Mango Cocktail,Cocktails,6.0,2.2,M,23,Saida,3368,28,8,2024,Wednesday,6.0,3.8,16–25
247,2024-02-21,20,504,2,C011,Hamra,Halloumi Sandwich,Sandwiches,6.0,2.0,M,23,Batroun,728,21,2,2024,Wednesday,12.0,8.0,16–25
985,2024-04-05,15,304,1,C041,Hamra,Carrot Juice,Cold Drinks,3.5,1.0,M,42,Tyre,1339,5,4,2024,Friday,3.5,2.5,36–50
4751,2024-08-09,12,103,1,C190,Hamra,Blonde Coffee,Coffee,2.2,0.5,M,30,Beirut,3100,9,8,2024,Friday,2.2,1.7000000000000002,26–35
2881,2024-08-18,20,303,1,C114,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,F,50,Byblos,3234,18,8,2024,Sunday,3.5,2.5,36–50
4474,2024-08-24,9,706,1,C180,Hamra,Honey Pancakes,Desserts,4.5,1.5,M,20,Jounieh,3307,24,8,2024,Saturday,4.5,3.0,16–25
4854,2024-05-22,16,704,1,C194,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,F,18,Jounieh,1998,22,5,2024,Wednesday,6.5,4.0,16–25
4892,2024-06-19,9,304,1,C196,Hamra,Carrot Juice,Cold Drinks,3.5,1.0,F,44,Zahle,2383,19,6,2024,Wednesday,3.5,2.5,36–50
2295,2024-01-29,17,605,2,C092,Hamra,Halloumi Salad,Salads,6.8,2.9,F,32,Batroun,403,29,1,2024,Monday,13.6,7.8,26–35
1865,2024-02-05,18,106,1,C075,Hamra,Cappuccino,Coffee,3.5,0.7,M,58,Saida,502,5,2,2024,Monday,3.5,2.8,50+
1648,2024-01-13,7,301,2,C067,Hamra,Lemonade,Cold Drinks,3.0,0.8,M,60,Beirut,169,13,1,2024,Saturday,6.0,4.4,50+
4197,2024-06-08,17,108,1,C168,Hamra,Caramel Latte,Coffee,4.8,1.0,F,47,Tyre,2237,8,6,2024,Saturday,4.8,3.8,36–50
121,2024-11-22,19,701,1,C005,Hamra,Nutella Crepe,Desserts,5.5,1.8,M,33,Beirut,4577,22,11,2024,Friday,5.5,3.7,26–35
2926,2024-07-05,11,303,1,C116,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,F,48,Jounieh,2609,5,7,2024,Friday,3.5,2.5,36–50
3780,2024-08-30,20,705,1,C150,Hamra,Ice Cream 2 Scoops,Desserts,4.0,1.2,M,46,Zahle,3402,30,8,2024,Friday,4.0,2.8,36–50
2963,2024-03-26,10,701,1,C118,Hamra,Nutella Crepe,Desserts,5.5,1.8,F,48,Jounieh,1194,26,3,2024,Tuesday,5.5,3.7,36–50
4129,2024-10-10,15,601,1,C165,Hamra,Chicken Caesar Salad,Salads,7.5,3.2,M,44,Batroun,3971,10,10,2024,Thursday,7.5,4.3,36–50
248,2024-03-06,15,503,2,C011,Hamra,BBQ Chicken Sandwich,Sandwiches,7.5,3.2,M,23,Batroun,919,6,3,2024,Wednesday,15.0,8.6,16–25
1070,2024-06-18,20,702,2,C044,Hamra,Lotus Crepe,Desserts,5.8,1.9,F,20,Zahle,2380,18,6,2024,Tuesday,11.6,7.8,16–25
4489,2024-02-14,11,702,1,C181,Hamra,Lotus Crepe,Desserts,5.8,1.9,F,60,Tripoli,621,14,2,2024,Wednesday,5.8,3.9,50+
1917,2024-03-02,16,202,1,C077,Hamra,Mint Tea,Tea,2.2,0.5,M,30,Zahle,864,2,3,2024,Saturday,2.2,1.7000000000000002,26–35
2967,2024-05-13,10,603,1,C118,Hamra,Fattoush,Salads,5.5,2.0,F,48,Jounieh,1866,13,5,2024,Monday,5.5,3.5,36–50
2931,2024-10-10,13,110,1,C116,Hamra,Sahlab,Hot Drinks,4.0,1.0,F,48,Jounieh,3969,10,10,2024,Thursday,4.0,3.0,36–50
4712,2024-01-28,12,107,1,C189,Hamra,Mocha,Coffee,4.5,0.9,F,43,Tripoli,384,28,1,2024,Sunday,4.5,3.6,36–50
1657,2024-04-17,10,604,1,C067,Hamra,Tabbouleh,Salads,5.5,2.0,M,60,Beirut,1502,17,4,2024,Wednesday,5.5,3.5,50+
