Time_ID,Date,Day,Month,Year,Weekday,Hour
122,2024-01-09,9,1,2024,Tuesday,16
123,2024-01-09,9,1,2024,Tuesday,17
124,2024-01-09,9,1,2024,Tuesday,18
125,2024-01-09,9,1,2024,Tuesday,19
126,2024-01-09,9,1,2024,Tuesday,20
127,2024-01-10,10,1,2024,Wednesday,7
128,2024-01-10,10,1,2024,Wednesday,8
129,2024-01-10,10,1,2024,Wednesday,9
130,2024-01-10,10,1,2024,Wednesday,10
131,2024-01-10,10,1,2024,Wednesday,11
132,2024-01-10,10,1,2024,Wednesday,12
133,2024-01-10,10,1,2024,Wednesday,13
134,2024-01-10,10,1,2024,Wednesday,14
135,2024-01-10,10,1,2024,Wednesday,15
136,2024-01-10,10,1,2024,Wednesday,16
137,2024-01-10,10,1,2024,Wednesday,17
138,2024-01-10,10,1,2024,Wednesday,18
139,2024-01-10,10,1,2024,Wednesday,19
140,2024-01-10,10,1,2024,Wednesday,20
141,2024-01-11,11,1,2024,Thursday,7
142,2024-01-11,11,1,2024,Thursday,8
143,2024-01-11,11,1,2024,Thursday,9
144,2024-01-11,11,1,2024,Thursday,10
145,2024-01-11,11,1,2024,Thursday,11
146,2024-01-11,11,1,2024,Thursday,12
147,2024-01-11,11,1,2024,Thursday,13
148,2024-01-11,11,1,2024,Thursday,14
149,2024-01-11,11,1,2024,Thursday,15
150,2024-01-11,11,1,2024,Thursday,16
151,2024-01-11,11,1,2024,Thursday,17
152,2024-01-11,11,1,2024,Thursday,18
153,2024-01-11,11,1,2024,Thursday,19
154,2024-01-11,11,1,2024,Thursday,20
155,2024-01-12,12,1,2024,Friday,7
156,2024-01-12,12,1,2024,Friday,8
157,2024-01-12,12,1,2024,Friday,9
158,2024-01-12,12,1,2024,Friday,10
159,2024-01-12,12,1,2024,Friday,11
160,2024-01-12,12,1,2024,Friday,12
161,2024-01-12,12,1,2024,Friday,13
162,2024-01-12,12,1,2024,Friday,14
163,2024-01-12,12,1,2024,Friday,15
164,2024-01-12,12,1,2024,Friday,16
165,2024-01-12,12,1,2024,Friday,17
166,2024-01-12,12,1,2024,Friday,18
167,2024-01-12,12,1,2024,Friday,19
168,2024-01-12,12,1,2024,Friday,20
169,2024-01-13,13,1,2024,Saturday,7
170,2024-01-13,13,1,2024,Saturday,8
171,2024-01-13,13,1,2024,Saturday,9
172,2024-01-13,13,1,2024,Saturday,10
173,2024-01-13,13,1,2024,Saturday,11
174,2024-01-13,13,1,2024,Saturday,12
175,2024-01-13,13,1,2024,Saturday,13
176,2024-01-13,13,1,2024,Saturday,14
177,2024-01-13,13,1,2024,Saturday,15
178,2024-01-13,13,1,2024,Saturday,16
179,2024-01-13,13,1,2024,Saturday,17
180,2024-01-13,13,1,2024,Saturday,18
181,2024-01-13,13,1,2024,Saturday,19
182,2024-01-13,13,1,2024,Saturday,20
183,2024-01-14,14,1,2024,Sunday,7
184,2024-01-14,14,1,2024,Sunday,8
185,2024-01-14,14,1,2024,Sunday,9
186,2024-01-14,14,1,2024,Sunday,10
187,2024-01-14,14,1,2024,Sunday,11
188,2024-01-14,14,1,2024,Sunday,12
189,2024-01-14,14,1,2024,Sunday,13
190,2024-01-14,14,1,2024,Sunday,14
191,2024-01-14,14,1,2024,Sunday,15
192,2024-01-14,14,1,2024,Sunday,16
193,2024-01-14,14,1,2024,Sunday,17
194,2024-01-14,14,1,2024,Sunday,18
195,2024-01-14,14,1,2024,Sunday,19
196,2024-01-14,14,1,2024,Sunday,20
197,2024-01-15,15,1,2024,Monday,7
198,2024-01-15,15,1,2024,Monday,8
199,2024-01-15,15,1,2024,Monday,9
200,2024-01-15,15,1,2024,Monday,10
201,2024-01-15,15,1,2024,Monday,11
202,2024-01-15,15,1,2024,Monday,12
203,2024-01-15,15,1,2024,Monday,13
204,2024-01-15,15,1,2024,Monday,14
205,2024-01-15,15,1,2024,Monday,15
206,2024-01-15,15,1,2024,Monday,16
207,2024-01-15,15,1,2024,Monday,17
208,2024-01-15,15,1,2024,Monday,18
209,2024-01-15,15,1,2024,Monday,19
210,2024-01-15,15,1,2024,Monday,20
211,2024-01-16,16,1,2024,Tuesday,7
212,2024-01-16,16,1,2024,Tuesday,8
213,2024-01-16,16,1,2024,Tuesday,9
214,2024-01-16,16,1,2024,Tuesday,10
215,2024-01-16,16,1,2024,Tuesday,11
216,2024-01-16,16,1,2024,Tuesday,12
217,2024-01-16,16,1,2024,Tuesday,13
218,2024-01-16,16,1,2024,Tuesday,14
219,2024-01-16,16,1,2024,Tuesday,15
220,2024-01-16,16,1,2024,Tuesday,16
221,2024-01-16,16,1,2024,Tuesday,17
222,2024-01-16,16,1,2024,Tuesday,18
223,2024-01-16,16,1,2024,Tuesday,19
224,2024-01-16,16,1,2024,Tuesday,20
225,2024-01-17,17,1,2024,Wednesday,7
226,2024-01-17,17,1,2024,Wednesday,8
227,2024-01-17,17,1,2024,Wednesday,9
228,2024-01-17,17,1,2024,Wednesday,10
229,2024-01-17,17,1,2024,Wednesday,11
230,2024-01-17,17,1,2024,Wednesday,12
231,2024-01-17,17,1,2024,Wednesday,13
232,2024-01-17,17,1,2024,Wednesday,14
233,2024-01-17,17,1,2024,Wednesday,15
234,2024-01-17,17,1,2024,Wednesday,16
235,2024-01-17,17,1,2024,Wednesday,17
236,2024-01-17,17,1,2024,Wednesday,18
237,2024-01-17,17,1,2024,Wednesday,19
238,2024-01-17,17,1,2024,Wednesday,20
239,2024-01-18,18,1,2024,Thursday,7
240,2024-01-18,18,1,2024,Thursday,8
241,2024-01-18,18,1,2024,Thursday,9
242,2024-01-18,18,1,2024,Thursday,10
243,2024-01-18,18,1,2024,Thursday,11
244,2024-01-18,18,1,2024,Thursday,12
245,2024-01-18,18,1,2024,Thursday,13
246,2024-01-18,18,1,2024,Thursday,14
247,2024-01-18,18,1,2024,Thursday,15
248,2024-01-18,18,1,2024,Thursday,16
249,2024-01-18,18,1,2024,Thursday,17
250,2024-01-18,18,1,2024,Thursday,18
251,2024-01-18,18,1,2024,Thursday,19
252,2024-01-18,18,1,2024,Thursday,20
253,2024-01-19,19,1,2024,Friday,7
254,2024-01-19,19,1,2024,Friday,8
255,2024-01-19,19,1,2024,Friday,9
256,2024-01-19,19,1,2024,Friday,10
257,2024-01-19,19,1,2024,Friday,11
258,2024-01-19,19,1,2024,Friday,12
259,2024-01-19,19,1,2024,Friday,13
260,2024-01-19,19,1,2024,Friday,14
261,2024-01-19,19,1,2024,Friday,15
262,2024-01-19,19,1,2024,Friday,16
263,2024-01-19,19,1,2024,Friday,17
264,2024-01-19,19,1,2024,Friday,18
265,2024-01-19,19,1,2024,Friday,19
266,2024-01-19,19,1,2024,Friday,20
267,2024-01-20,20,1,2024,Saturday,7
268,2024-01-20,20,1,2024,Saturday,8
269,2024-01-20,20,1,2024,Saturday,9
270,2024-01-20,20,1,2024,Saturday,10
271,2024-01-20,20,1,2024,Saturday,11
272,2024-01-20,20,1,2024,Saturday,12
273,2024-01-20,20,1,2024,Saturday,13
274,2024-01-20,20,1,2024,Saturday,14
275,2024-01-20,20,1,2024,Saturday,15
276,2024-01-20,20,1,2024,Saturday,16
277,2024-01-20,20,1,2024,Saturday,17
278,2024-01-20,20,1,2024,Saturday,18
279,2024-01-20,20,1,2024,Saturday,19
280,2024-01-20,20,1,2024,Saturday,20
281,2024-01-21,21,1,2024,Sunday,7
282,2024-01-21,21,1,2024,Sunday,8
283,2024-01-21,21,1,2024,Sunday,9
284,2024-01-21,21,1,2024,Sunday,10
285,2024-01-21,21,1,2024,Sunday,11
286,2024-01-21,21,1,2024,Sunday,12
287,2024-01-21,21,1,2024,Sunday,13
288,2024-01-21,21,1,2024,Sunday,14
289,2024-01-21,21,1,2024,Sunday,15
290,2024-01-21,21,1,2024,Sunday,16
291,2024-01-21,21,1,2024,Sunday,17
292,2024-01-21,21,1,2024,Sunday,18
293,2024-01-21,21,1,2024,Sunday,19
294,2024-01-21,21,1,2024,Sunday,20
295,2024-01-22,22,1,2024,Monday,7
296,2024-01-22,22,1,2024,Monday,8
297,2024-01-22,22,1,2024,Monday,9
298,2024-01-22,22,1,2024,Monday,10
299,2024-01-22,22,1,2024,Monday,11
300,2024-01-22,22,1,2024,Monday,12
301,2024-01-22,22,1,2024,Monday,13
302,2024-01-22,22,1,2024,Monday,14
303,2024-01-22,22,1,2024,Monday,15
304,2024-01-22,22,1,2024,Monday,16
305,2024-01-22,22,1,2024,Monday,17
306,2024-01-22,22,1,2024,Monday,18
307,2024-01-22,22,1,2024,Monday,19
308,2024-01-22,22,1,2024,Monday,20
309,2024-01-23,23,1,2024,Tuesday,7
310,2024-01-23,23,1,2024,Tuesday,8
311,2024-01-23,23,1,2024,Tuesday,9
312,2024-01-23,23,1,2024,Tuesday,10
313,2024-01-23,23,1,2024,Tuesday,11
314,2024-01-23,23,1,2024,Tuesday,12
315,2024-01-23,23,1,2024,Tuesday,13
316,2024-01-23,23,1,2024,Tuesday,14
317,2024-01-23,23,1,2024,Tuesday,15
318,2024-01-23,23,1,2024,Tuesday,16
319,2024-01-23,23,1,2024,Tuesday,17
320,2024-01-23,23,1,2024,Tuesday,18
321,2024-01-23,23,1,2024,Tuesday,19
322,2024-01-23,23,1,2024,Tuesday,20
323,2024-01-24,24,1,2024,Wednesday,7
324,2024-01-24,24,1,2024,Wednesday,8
325,2024-01-24,24,1,2024,Wednesday,9
326,2024-01-24,24,1,2024,Wednesday,10
327,2024-01-24,24,1,2024,Wednesday,11
328,2024-01-24,24,1,2024,Wednesday,12
329,2024-01-24,24,1,2024,Wednesday,13
330,2024-01-24,24,1,2024,Wednesday,14
331,2024-01-24,24,1,2024,Wednesday,15
332,2024-01-24,24,1,2024,Wednesday,16
333,2024-01-24,24,1,2024,Wednesday,17
334,2024-01-24,24,1,2024,Wednesday,18
335,2024-01-24,24,1,2024,Wednesday,19
336,2024-01-24,24,1,2024,Wednesday,20
337,2024-01-25,25,1,2024,Thursday,7
338,2024-01-25,25,1,2024,Thursday,8
339,2024-01-25,25,1,2024,Thursday,9
340,2024-01-25,25,1,2024,Thursday,10
341,2024-01-25,25,1,2024,Thursday,11
342,2024-01-25,25,1,2024,Thursday,12
343,2024-01-25,25,1,2024,Thursday,13
344,2024-01-25,25,1,2024,Thursday,14
345,2024-01-25,25,1,2024,Thursday,15
346,2024-01-25,25,1,2024,Thursday,16
347,2024-01-25,25,1,2024,Thursday,17
348,2024-01-25,25,1,2024,Thursday,18
349,2024-01-25,25,1,2024,Thursday,19
350,2024-01-25,25,1,2024,Thursday,20
351,2024-01-26,26,1,2024,Friday,7
352,2024-01-26,26,1,2024,Friday,8
353,2024-01-26,26,1,2024,Friday,9
354,2024-01-26,26,1,2024,Friday,10
355,2024-01-26,26,1,2024,Friday,11
356,2024-01-26,26,1,2024,Friday,12
357,2024-01-26,26,1,2024,Friday,13
358,2024-01-26,26,1,2024,Friday,14
359,2024-01-26,26,1,2024,Friday,15
360,2024-01-26,26,1,2024,Friday,16
361,2024-01-26,26,1,2024,Friday,17
362,2024-01-26,26,1,2024,Friday,18
363,2024-01-26,26,1,2024,Friday,19
364,2024-01-26,26,1,2024,Friday,20
365,2024-01-27,27,1,2024,Saturday,7
366,2024-01-27,27,1,2024,Saturday,8
367,2024-01-27,27,1,2024,Saturday,9
368,2024-01-27,27,1,2024,Saturday,10
369,2024-01-27,27,1,2024,Saturday,11
370,2024-01-27,27,1,2024,Saturday,12
371,2024-01-27,27,1,2024,Saturday,13
372,2024-01-27,27,1,2024,Saturday,14
373,2024-01-27,27,1,2024,Saturday,15
374,2024-01-27,27,1,2024,Saturday,16
375,2024-01-27,27,1,2024,Saturday,17
376,2024-01-27,27,1,2024,Saturday,18
377,2024-01-27,27,1,2024,Saturday,19
378,2024-01-27,27,1,2024,Saturday,20
379,2024-01-28,28,1,2024,Sunday,7
380,2024-01-28,28,1,2024,Sunday,8
381,2024-01-28,28,1,2024,Sunday,9
382,2024-01-28,28,1,2024,Sunday,10
383,2024-01-28,28,1,2024,Sunday,11
384,2024-01-28,28,1,2024,Sunday,12
385,2024-01-28,28,1,2024,Sunday,13
386,2024-01-28,28,1,2024,Sunday,14
387,2024-01-28,28,1,2024,Sunday,15
388,2024-01-28,28,1,2024,Sunday,16
389,2024-01-28,28,1,2024,Sunday,17
390,2024-01-28,28,1,2024,Sunday,18
391,2024-01-28,28,1,2024,Sunday,19
392,2024-01-28,28,1,2024,Sunday,20
393,2024-01-29,29,1,2024,Monday,7
394,2024-01-29,29,1,2024,Monday,8
395,2024-01-29,29,1,2024,Monday,9
396,2024-01-29,29,1,2024,Monday,10
397,2024-01-29,29,1,2024,Monday,11
398,2024-01-29,29,1,2024,Monday,12
399,2024-01-29,29,1,2024,Monday,13
400,2024-01-29,29,1,2024,Monday,14
401,2024-01-29,29,1,2024,Monday,15
402,2024-01-29,29,1,2024,Monday,16
403,2024-01-29,29,1,2024,Monday,17
404,2024-01-29,29,1,2024,Monday,18
405,2024-01-29,29,1,2024,Monday,19
406,2024-01-29,29,1,2024,Monday,20
407,2024-01-30,30,1,2024,Tuesday,7
408,2024-01-30,30,1,2024,Tuesday,8
409,2024-01-30,30,1,2024,Tuesday,9
410,2024-01-30,30,1,2024,Tuesday,10
411,2024-01-30,30,1,2024,Tuesday,11
412,2024-01-30,30,1,2024,Tuesday,12
413,2024-01-30,30,1,2024,Tuesday,13
414,2024-01-30,30,1,2024,Tuesday,14
415,2024-01-30,30,1,2024,Tuesday,15
416,2024-01-30,30,1,2024,Tuesday,16
417,2024-01-30,30,1,2024,Tuesday,17
418,2024-01-30,30,1,2024,Tuesday,18
419,2024-01-30,30,1,2024,Tuesday,19
420,2024-01-30,30,1,2024,Tuesday,20
421,2024-01-31,31,1,2024,Wednesday,7
422,2024-01-31,31,1,2024,Wednesday,8
423,2024-01-31,31,1,2024,Wednesday,9
424,2024-01-31,31,1,2024,Wednesday,10
425,2024-01-31,31,1,2024,Wednesday,11
426,2024-01-31,31,1,2024,Wednesday,12
427,2024-01-31,31,1,2024,Wednesday,13
428,2024-01-31,31,1,2024,Wednesday,14
429,2024-01-31,31,1,2024,Wednesday,15
430,2024-01-31,31,1,2024,Wednesday,16
431,2024-01-31,31,1,2024,Wednesday,17
432,2024-01-31,31,1,2024,Wednesday,18
433,2024-01-31,31,1,2024,Wednesday,19
434,2024-01-31,31,1,2024,Wednesday,20
435,2024-02-01,1,2,2024,Thursday,7
436,2024-02-01,1,2,2024,Thursday,8
437,2024-02-01,1,2,2024,Thursday,9
438,2024-02-01,1,2,2024,Thursday,10
439,2024-02-01,1,2,2024,Thursday,11
440,2024-02-01,1,2,2024,Thursday,12
441,2024-02-01,1,2,2024,Thursday,13
442,2024-02-01,1,2,2024,Thursday,14
443,2024-02-01,1,2,2024,Thursday,15
444,2024-02-01,1,2,2024,Thursday,16
445,2024-02-01,1,2,2024,Thursday,17
446,2024-02-01,1,2,2024,Thursday,18
447,2024-02-01,1,2,2024,Thursday,19
448,2024-02-01,1,2,2024,Thursday,20
449,2024-02-02,2,2,2024,Friday,7
450,2024-02-02,2,2,2024,Friday,8
451,2024-02-02,2,2,2024,Friday,9
452,2024-02-02,2,2,2024,Friday,10
453,2024-02-02,2,2,2024,Friday,11
454,2024-02-02,2,2,2024,Friday,12
455,2024-02-02,2,2,2024,Friday,13
456,2024-02-02,2,2,2024,Friday,14
457,2024-02-02,2,2,2024,Friday,15
458,2024-02-02,2,2,2024,Friday,16
459,2024-02-02,2,2,2024,Friday,17
460,2024-02-02,2,2,2024,Friday,18
461,2024-02-02,2,2,2024,Friday,19
462,2024-02-02,2,2,2024,Friday,20
463,2024-02-03,3,2,2024,Saturday,7
464,2024-02-03,3,2,2024,Saturday,8
465,2024-02-03,3,2,2024,Saturday,9
466,2024-02-03,3,2,2024,Saturday,10
467,2024-02-03,3,2,2024,Saturday,11
468,2024-02-03,3,2,2024,Saturday,12
469,2024-02-03,3,2,2024,Saturday,13
470,2024-02-03,3,2,2024,Saturday,14
471,2024-02-03,3,2,2024,Saturday,15
472,2024-02-03,3,2,2024,Saturday,16
473,2024-02-03,3,2,2024,Saturday,17
474,2024-02-03,3,2,2024,Saturday,18
475,2024-02-03,3,2,2024,Saturday,19
476,2024-02-03,3,2,2024,Saturday,20
477,2024-02-04,4,2,2024,Sunday,7
478,2024-02-04,4,2,2024,Sunday,8
479,2024-02-04,4,2,2024,Sunday,9
480,2024-02-04,4,2,2024,Sunday,10
481,2024-02-04,4,2,2024,Sunday,11
482,2024-02-04,4,2,2024,Sunday,12
483,2024-02-04,4,2,2024,Sunday,13
484,2024-02-04,4,2,2024,Sunday,14
485,2024-02-04,4,2,2024,Sunday,15
486,2024-02-04,4,2,2024,Sunday,16
487,2024-02-04,4,2,2024,Sunday,17
488,2024-02-04,4,2,2024,Sunday,18
489,2024-02-04,4,2,2024,Sunday,19
490,2024-02-04,4,2,2024,Sunday,20
491,2024-02-05,5,2,2024,Monday,7
492,2024-02-05,5,2,2024,Monday,8
493,2024-02-05,5,2,2024,Monday,9
494,2024-02-05,5,2,2024,Monday,10
495,2024-02-05,5,2,2024,Monday,11
496,2024-02-05,5,2,2024,Monday,12
497,2024-02-05,5,2,2024,Monday,13
498,2024-02-05,5,2,2024,Monday,14
499,2024-02-05,5,2,2024,Monday,15
500,2024-02-05,5,2,2024,Monday,16
501,2024-02-05,5,2,2024,Monday,17
502,2024-02-05,5,2,2024,Monday,18
503,2024-02-05,5,2,2024,Monday,19
504,2024-02-05,5,2,2024,Monday,20
505,2024-02-06,6,2,2024,Tuesday,7
506,2024-02-06,6,2,2024,Tuesday,8
507,2024-02-06,6,2,2024,Tuesday,9
508,2024-02-06,6,2,2024,Tuesday,10
509,2024-02-06,6,2,2024,Tuesday,11
510,2024-02-06,6,2,2024,Tuesday,12
511,2024-02-06,6,2,2024,Tuesday,13
512,2024-02-06,6,2,2024,Tuesday,14
513,2024-02-06,6,2,2024,Tuesday,15
514,2024-02-06,6,2,2024,Tuesday,16
515,2024-02-06,6,2,2024,Tuesday,17
516,2024-02-06,6,2,2024,Tuesday,18
517,2024-02-06,6,2,2024,Tuesday,19
518,2024-02-06,6,2,2024,Tuesday,20
519,2024-02-07,7,2,2024,Wednesday,7
520,2024-02-07,7,2,2024,Wednesday,8
521,2024-02-07,7,2,2024,Wednesday,9
522,2024-02-07,7,2,2024,Wednesday,10
523,2024-02-07,7,2,2024,Wednesday,11
524,2024-02-07,7,2,2024,Wednesday,12
525,2024-02-07,7,2,2024,Wednesday,13
526,2024-02-07,7,2,2024,Wednesday,14
527,2024-02-07,7,2,2024,Wednesday,15
528,2024-02-07,7,2,2024,Wednesday,16
529,2024-02-07,7,2,2024,Wednesday,17
530,2024-02-07,7,2,2024,Wednesday,18
531,2024-02-07,7,2,2024,Wednesday,19
532,2024-02-07,7,2,2024,Wednesday,20
533,2024-02-08,8,2,2024,Thursday,7
534,2024-02-08,8,2,2024,Thursday,8
535,2024-02-08,8,2,2024,Thursday,9
536,2024-02-08,8,2,2024,Thursday,10
537,2024-02-08,8,2,2024,Thursday,11
538,2024-02-08,8,2,2024,Thursday,12
539,2024-02-08,8,2,2024,Thursday,13
540,2024-02-08,8,2,2024,Thursday,14
541,2024-02-08,8,2,2024,Thursday,15
542,2024-02-08,8,2,2024,Thursday,16
543,2024-02-08,8,2,2024,Thursday,17
544,2024-02-08,8,2,2024,Thursday,18
545,2024-02-08,8,2,2024,Thursday,19
546,2024-02-08,8,2,2024,Thursday,20
547,2024-02-09,9,2,2024,Friday,7
548,2024-02-09,9,2,2024,Friday,8
549,2024-02-09,9,2,2024,Friday,9
550,2024-02-09,9,2,2024,Friday,10
551,2024-02-09,9,2,2024,Friday,11
552,2024-02-09,9,2,2024,Friday,12
553,2024-02-09,9,2,2024,Friday,13
554,2024-02-09,9,2,2024,Friday,14
555,2024-02-09,9,2,2024,Friday,15
556,2024-02-09,9,2,2024,Friday,16
557,2024-02-09,9,2,2024,Friday,17
558,2024-02-09,9,2,2024,Friday,18
559,2024-02-09,9,2,2024,Friday,19
560,2024-02-09,9,2,2024,Friday,20
561,2024-02-10,10,2,2024,Saturday,7
562,2024-02-10,10,2,2024,Saturday,8
563,2024-02-10,10,2,2024,Saturday,9
564,2024-02-10,10,2,2024,Saturday,10
565,2024-02-10,10,2,2024,Saturday,11
566,2024-02-10,10,2,2024,Saturday,12
567,2024-02-10,10,2,2024,Saturday,13
568,2024-02-10,10,2,2024,Saturday,14
569,2024-02-10,10,2,2024,Saturday,15
570,2024-02-10,10,2,2024,Saturday,16
571,2024-02-10,10,2,2024,Saturday,17
572,2024-02-10,10,2,2024,Saturday,18
573,2024-02-10,10,2,2024,Saturday,19
574,2024-02-10,10,2,2024,Saturday,20
575,2024-02-11,11,2,2024,Sunday,7
576,2024-02-11,11,2,2024,Sunday,8
577,2024-02-11,11,2,2024,Sunday,9
578,2024-02-11,11,2,2024,Sunday,10
579,2024-02-11,11,2,2024,Sunday,11
580,2024-02-11,11,2,2024,Sunday,12
581,2024-02-11,11,2,2024,Sunday,13
582,2024-02-11,11,2,2024,Sunday,14
583,2024-02-11,11,2,2024,Sunday,15
584,2024-02-11,11,2,2024,Sunday,16
585,2024-02-11,11,2,2024,Sunday,17
586,2024-02-11,11,2,2024,Sunday,18
587,2024-02-11,11,2,2024,Sunday,19
588,2024-02-11,11,2,2024,Sunday,20
589,2024-02-12,12,2,2024,Monday,7
590,2024-02-12,12,2,2024,Monday,8
591,2024-02-12,12,2,2024,Monday,9
592,2024-02-12,12,2,2024,Monday,10
593,2024-02-12,12,2,2024,Monday,11
594,2024-02-12,12,2,2024,Monday,12
595,2024-02-12,12,2,2024,Monday,13
596,2024-02-12,12,2,2024,Monday,14
597,2024-02-12,12,2,2024,Monday,15
598,2024-02-12,12,2,2024,Monday,16
599,2024-02-12,12,2,2024,Monday,17
600,2024-02-12,12,2,2024,Monday,18
601,2024-02-12,12,2,2024,Monday,19
602,2024-02-12,12,2,2024,Monday,20
603,2024-02-13,13,2,2024,Tuesday,7
604,2024-02-13,13,2,2024,Tuesday,8
605,2024-02-13,13,2,2024,Tuesday,9
606,2024-02-13,13,2,2024,Tuesday,10
